letter_black_img011_A	1
letter_black_img013_C	2
letter_black_img015_E	3
letter_black_img019_I	4
letter_black_img024_N	5
letter_black_img025_O	6
letter_black_img028_R	7
letter_black_img029_S	8
letter_black_img030_T	9
letter_black_img031_U	10
